"date","country","confirmed","death","recovered","active"
2020-03-11,"Algeria",20,0,0,20
2020-03-11,"Andorra",1,0,0,1
2020-03-11,"Argentina",19,1,0,18
2020-03-11,"Armenia",1,0,0,1
2020-03-11,"Australia",128,3,21,104
2020-03-11,"Austria",246,0,4,242
2020-03-11,"Azerbaijan",11,0,3,8
2020-03-11,"Bahrain",195,0,35,160
2020-03-11,"Bangladesh",3,0,0,3
2020-03-11,"Belarus",9,0,3,6
2020-03-11,"Belgium",314,3,1,310
2020-03-11,"Bhutan",1,0,0,1
2020-03-11,"Bolivia",2,0,0,2
2020-03-11,"Bosnia and Herzegovina",7,0,0,7
2020-03-11,"Brazil",38,0,0,38
2020-03-11,"Brunei",11,0,0,11
2020-03-11,"Bulgaria",7,1,0,6
2020-03-11,"Burkina Faso",2,0,0,2
2020-03-11,"Cambodia",3,0,1,2
2020-03-11,"Cameroon",2,0,0,2
2020-03-11,"Canada",108,1,8,99
2020-03-11,"Chile",23,0,0,23
2020-03-11,"China",80921,3161,61644,16116
2020-03-11,"Colombia",9,0,0,9
2020-03-11,"Congo (Kinshasa)",1,0,0,1
2020-03-11,"Costa Rica",13,0,0,13
2020-03-11,"Croatia",19,0,0,19
2020-03-11,"Cyprus",6,0,0,6
2020-03-11,"Czech Republic",91,0,0,91
2020-03-11,"Denmark",444,0,1,443
2020-03-11,"Dominican Republic",5,0,0,5
2020-03-11,"Ecuador",17,0,0,17
2020-03-11,"Egypt",60,1,27,32
2020-03-11,"Estonia",16,0,0,16
2020-03-11,"Finland",59,0,1,58
2020-03-11,"France",2284,48,12,2224
2020-03-11,"French Guiana",5,0,0,5
2020-03-11,"Georgia",24,0,0,24
2020-03-11,"Germany",1908,3,25,1880
2020-03-11,"Greece",99,1,0,98
2020-03-11,"Holy See",1,0,0,1
2020-03-11,"Honduras",2,0,0,2
2020-03-11,"Hungary",13,0,0,13
2020-03-11,"Iceland",85,0,1,84
2020-03-11,"India",62,1,4,57
2020-03-11,"Indonesia",34,1,2,31
2020-03-11,"Iran",9000,354,2959,5687
2020-03-11,"Iraq",71,7,15,49
2020-03-11,"Ireland",43,1,0,42
2020-03-11,"Israel",109,0,4,105
2020-03-11,"Italy",12462,827,1045,10590
2020-03-11,"Ivory Coast",1,0,0,1
2020-03-11,"Jamaica",1,0,0,1
2020-03-11,"Japan",639,15,118,506
2020-03-11,"Jordan",1,0,0,1
2020-03-11,"Kuwait",72,0,2,70
2020-03-11,"Latvia",10,0,1,9
2020-03-11,"Lebanon",61,3,1,57
2020-03-11,"Liechtenstein",1,0,0,1
2020-03-11,"Lithuania",3,0,0,3
2020-03-11,"Luxembourg",7,0,0,7
2020-03-11,"Malaysia",149,0,26,123
2020-03-11,"Maldives",8,0,0,8
2020-03-11,"Malta",6,0,0,6
2020-03-11,"Martinique",3,0,0,3
2020-03-11,"Mexico",8,0,4,4
2020-03-11,"Moldova",3,0,0,3
2020-03-11,"Monaco",1,0,0,1
2020-03-11,"Mongolia",1,0,0,1
2020-03-11,"Morocco",5,1,0,4
2020-03-11,"Nepal",1,0,1,0
2020-03-11,"Netherlands",503,5,0,498
2020-03-11,"New Zealand",5,0,0,5
2020-03-11,"Nigeria",2,0,0,2
2020-03-11,"North Macedonia",7,0,0,7
2020-03-11,"Norway",598,0,1,597
2020-03-11,"Oman",18,0,9,9
2020-03-11,"Pakistan",19,0,2,17
2020-03-11,"Palestine",0,0,0,0
2020-03-11,"Panama",8,1,0,7
2020-03-11,"Paraguay",5,0,0,5
2020-03-11,"Peru",11,0,0,11
2020-03-11,"Philippines",49,1,2,46
2020-03-11,"Poland",31,0,0,31
2020-03-11,"Portugal",59,0,0,59
2020-03-11,"Qatar",262,0,0,262
2020-03-11,"Reunion",1,0,0,1
2020-03-11,"Romania",45,0,6,39
2020-03-11,"Russia",20,0,3,17
2020-03-11,"San Marino",62,2,0,60
2020-03-11,"Saudi Arabia",21,0,1,20
2020-03-11,"Senegal",4,0,1,3
2020-03-11,"Serbia",12,0,0,12
2020-03-11,"Singapore",178,0,96,82
2020-03-11,"Slovakia",10,0,0,10
2020-03-11,"Slovenia",57,0,0,57
2020-03-11,"South Africa",13,0,0,13
2020-03-11,"South Korea",7755,60,288,7407
2020-03-11,"Spain",2277,54,183,2040
2020-03-11,"Sri Lanka",2,0,1,1
2020-03-11,"Sweden",500,1,1,498
2020-03-11,"Switzerland",652,4,4,644
2020-03-11,"Taiwan",48,1,17,30
2020-03-11,"Thailand",59,1,34,24
2020-03-11,"Togo",1,0,0,1
2020-03-11,"Tunisia",7,0,0,7
2020-03-11,"Turkey",1,0,0,1
2020-03-11,"UK",459,8,19,432
2020-03-11,"Ukraine",1,0,0,1
2020-03-11,"United Arab Emirates",74,0,17,57
2020-03-11,"US",1281,36,8,1237
2020-03-11,"Vietnam",38,0,16,22
2020-03-12,"Afghanistan",7,0,0,7
2020-03-12,"Albania",23,1,0,22
2020-03-12,"Algeria",24,1,8,15
2020-03-12,"Andorra",1,0,1,0
2020-03-12,"Argentina",19,1,0,18
2020-03-12,"Armenia",4,0,0,4
2020-03-12,"Australia",128,3,21,104
2020-03-12,"Austria",302,1,4,297
2020-03-12,"Azerbaijan",11,0,3,8
2020-03-12,"Bahrain",195,0,35,160
2020-03-12,"Bangladesh",3,0,0,3
2020-03-12,"Belarus",12,0,3,9
2020-03-12,"Belgium",314,3,1,310
2020-03-12,"Bhutan",1,0,0,1
2020-03-12,"Bolivia",2,0,0,2
2020-03-12,"Bosnia and Herzegovina",11,0,0,11
2020-03-12,"Brazil",52,0,0,52
2020-03-12,"Brunei",11,0,0,11
2020-03-12,"Bulgaria",7,1,0,6
2020-03-12,"Burkina Faso",2,0,0,2
2020-03-12,"Cambodia",3,0,1,2
2020-03-12,"Cameroon",2,0,0,2
2020-03-12,"Canada",117,1,8,108
2020-03-12,"Chile",23,0,0,23
2020-03-12,"China",80932,3172,62901,14859
2020-03-12,"Colombia",9,0,0,9
2020-03-12,"Congo (Kinshasa)",1,0,0,1
2020-03-12,"Costa Rica",22,0,0,22
2020-03-12,"Croatia",19,0,0,19
2020-03-12,"Cuba",3,0,0,3
2020-03-12,"Cyprus",6,0,0,6
2020-03-12,"Czech Republic",94,0,0,94
2020-03-12,"Denmark",617,0,1,616
2020-03-12,"Dominican Republic",5,0,0,5
2020-03-12,"Ecuador",17,0,0,17
2020-03-12,"Egypt",67,1,27,39
2020-03-12,"Estonia",16,0,0,16
2020-03-12,"Finland",59,0,1,58
2020-03-12,"France",2284,48,12,2224
2020-03-12,"French Guiana",5,0,0,5
2020-03-12,"Georgia",24,0,0,24
2020-03-12,"Germany",2078,3,25,2050
2020-03-12,"Greece",99,1,0,98
2020-03-12,"Guyana",1,1,0,0
2020-03-12,"Holy See",1,0,0,1
2020-03-12,"Honduras",2,0,0,2
2020-03-12,"Hungary",13,0,0,13
2020-03-12,"Iceland",103,0,1,102
2020-03-12,"India",73,1,4,68
2020-03-12,"Indonesia",34,1,2,31
2020-03-12,"Iran",10075,429,2959,6687
2020-03-12,"Iraq",71,8,15,48
2020-03-12,"Ireland",43,1,0,42
2020-03-12,"Israel",131,0,4,127
2020-03-12,"Italy",15113,1016,1258,12839
2020-03-12,"Ivory Coast",1,0,0,1
2020-03-12,"Jamaica",2,0,0,2
2020-03-12,"Japan",639,16,118,505
2020-03-12,"Jordan",1,0,0,1
2020-03-12,"Kuwait",80,0,5,75
2020-03-12,"Latvia",10,0,1,9
2020-03-12,"Lebanon",61,3,1,57
2020-03-12,"Liechtenstein",1,0,0,1
2020-03-12,"Lithuania",3,0,0,3
2020-03-12,"Luxembourg",19,0,0,19
2020-03-12,"Malaysia",149,0,26,123
2020-03-12,"Maldives",8,0,0,8
2020-03-12,"Malta",6,0,0,6
2020-03-12,"Martinique",3,0,0,3
2020-03-12,"Mexico",12,0,4,8
2020-03-12,"Moldova",3,0,0,3
2020-03-12,"Monaco",2,0,0,2
2020-03-12,"Mongolia",1,0,0,1
2020-03-12,"Morocco",6,1,0,5
2020-03-12,"Nepal",1,0,1,0
2020-03-12,"Netherlands",503,5,0,498
2020-03-12,"New Zealand",5,0,0,5
2020-03-12,"Nigeria",2,0,0,2
2020-03-12,"North Macedonia",7,0,0,7
2020-03-12,"Norway",702,0,1,701
2020-03-12,"Oman",18,0,9,9
2020-03-12,"Pakistan",20,0,2,18
2020-03-12,"Palestine",0,0,0,0
2020-03-12,"Panama",11,1,0,10
2020-03-12,"Paraguay",5,0,0,5
2020-03-12,"Peru",15,0,0,15
2020-03-12,"Philippines",52,2,2,48
2020-03-12,"Poland",49,1,0,48
2020-03-12,"Portugal",59,0,0,59
2020-03-12,"Qatar",262,0,0,262
2020-03-12,"Reunion",1,0,0,1
2020-03-12,"Romania",49,0,6,43
2020-03-12,"Russia",28,0,3,25
2020-03-12,"San Marino",69,3,0,66
2020-03-12,"Saudi Arabia",45,0,1,44
2020-03-12,"Senegal",4,0,1,3
2020-03-12,"Serbia",19,0,0,19
2020-03-12,"Singapore",178,0,96,82
2020-03-12,"Slovakia",16,0,0,16
2020-03-12,"Slovenia",89,0,0,89
2020-03-12,"South Africa",17,0,0,17
2020-03-12,"South Korea",7869,66,333,7470
2020-03-12,"Spain",2277,55,183,2039
2020-03-12,"Sri Lanka",2,0,1,1
2020-03-12,"Sweden",599,1,1,597
2020-03-12,"Switzerland",652,4,4,644
2020-03-12,"Taiwan",49,1,20,28
2020-03-12,"Thailand",70,1,34,35
2020-03-12,"Togo",1,0,0,1
2020-03-12,"Tunisia",7,0,0,7
2020-03-12,"Turkey",1,0,0,1
2020-03-12,"UK",459,8,19,432
2020-03-12,"Ukraine",1,0,0,1
2020-03-12,"United Arab Emirates",85,0,17,68
2020-03-12,"US",1663,40,12,1611
2020-03-12,"Vietnam",39,0,16,23
2020-03-13,"Afghanistan",7,0,0,7
2020-03-13,"Albania",33,1,0,32
2020-03-13,"Algeria",26,2,8,16
2020-03-13,"Andorra",1,0,0,1
2020-03-13,"Antigua and Barbuda",1,0,0,1
2020-03-13,"Argentina",31,2,0,29
2020-03-13,"Armenia",8,0,0,8
2020-03-13,"Aruba",2,0,0,2
2020-03-13,"Australia",200,3,23,174
2020-03-13,"Austria",504,1,6,497
2020-03-13,"Azerbaijan",15,1,3,11
2020-03-13,"Bahrain",189,0,44,145
2020-03-13,"Bangladesh",3,0,0,3
2020-03-13,"Belarus",27,0,3,24
2020-03-13,"Belgium",559,3,1,555
2020-03-13,"Bhutan",1,0,0,1
2020-03-13,"Bolivia",3,0,0,3
2020-03-13,"Bosnia and Herzegovina",13,0,0,13
2020-03-13,"Brazil",151,0,0,151
2020-03-13,"Brunei",37,0,0,37
2020-03-13,"Bulgaria",23,1,0,22
2020-03-13,"Burkina Faso",2,0,0,2
2020-03-13,"Cambodia",5,0,1,4
2020-03-13,"Cameroon",2,0,0,2
2020-03-13,"Canada",193,1,8,184
2020-03-13,"Cayman Islands",1,0,0,1
2020-03-13,"Chile",43,0,0,43
2020-03-13,"China",80945,3180,64196,13569
2020-03-13,"Colombia",13,0,0,13
2020-03-13,"Congo (Kinshasa)",2,0,0,2
2020-03-13,"Costa Rica",23,0,0,23
2020-03-13,"Croatia",32,0,1,31
2020-03-13,"Cuba",4,0,0,4
2020-03-13,"Cyprus",14,0,0,14
2020-03-13,"Czech Republic",141,0,0,141
2020-03-13,"Denmark",804,0,1,803
2020-03-13,"Dominican Republic",5,0,0,5
2020-03-13,"Ecuador",17,0,0,17
2020-03-13,"Egypt",80,2,27,51
2020-03-13,"Estonia",79,0,0,79
2020-03-13,"Ethiopia",1,0,0,1
2020-03-13,"Finland",155,0,1,154
2020-03-13,"France",3667,79,12,3576
2020-03-13,"French Guiana",5,0,0,5
2020-03-13,"Georgia",25,0,0,25
2020-03-13,"Germany",3675,7,46,3622
2020-03-13,"Greece",190,1,0,189
2020-03-13,"Guadeloupe",1,0,0,1
2020-03-13,"Guinea",1,0,0,1
2020-03-13,"Guyana",1,1,0,0
2020-03-13,"Holy See",1,0,0,1
2020-03-13,"Honduras",2,0,0,2
2020-03-13,"Hungary",19,0,0,19
2020-03-13,"Iceland",134,0,1,133
2020-03-13,"India",82,2,4,76
2020-03-13,"Indonesia",69,4,2,63
2020-03-13,"Iran",11364,514,2959,7891
2020-03-13,"Iraq",101,9,24,68
2020-03-13,"Ireland",90,1,0,89
2020-03-13,"Israel",161,0,4,157
2020-03-13,"Italy",17660,1266,1439,14955
2020-03-13,"Ivory Coast",1,0,0,1
2020-03-13,"Jamaica",8,0,0,8
2020-03-13,"Japan",701,19,118,564
2020-03-13,"Jordan",1,0,1,0
2020-03-13,"Kazakhstan",4,0,0,4
2020-03-13,"Kenya",1,0,0,1
2020-03-13,"Kuwait",80,0,5,75
2020-03-13,"Latvia",17,0,1,16
2020-03-13,"Lebanon",77,3,1,73
2020-03-13,"Liechtenstein",1,0,0,1
2020-03-13,"Lithuania",6,0,0,6
2020-03-13,"Luxembourg",34,0,0,34
2020-03-13,"Malaysia",197,0,26,171
2020-03-13,"Maldives",9,0,0,9
2020-03-13,"Malta",12,0,1,11
2020-03-13,"Martinique",3,0,0,3
2020-03-13,"Mexico",12,0,4,8
2020-03-13,"Moldova",6,0,0,6
2020-03-13,"Monaco",2,0,0,2
2020-03-13,"Mongolia",1,0,0,1
2020-03-13,"Morocco",7,1,1,5
2020-03-13,"Nepal",1,0,1,0
2020-03-13,"Netherlands",804,10,0,794
2020-03-13,"New Zealand",5,0,0,5
2020-03-13,"Nigeria",2,0,0,2
2020-03-13,"North Macedonia",14,0,1,13
2020-03-13,"Norway",996,0,1,995
2020-03-13,"Oman",19,0,9,10
2020-03-13,"Pakistan",28,0,2,26
2020-03-13,"Panama",27,1,0,26
2020-03-13,"Paraguay",6,0,0,6
2020-03-13,"Peru",28,0,0,28
2020-03-13,"Philippines",64,5,2,57
2020-03-13,"Poland",68,2,0,66
2020-03-13,"Portugal",112,0,1,111
2020-03-13,"Qatar",320,0,0,320
2020-03-13,"Reunion",5,0,0,5
2020-03-13,"Romania",89,0,7,82
2020-03-13,"Russia",45,0,3,42
2020-03-13,"San Marino",80,5,0,75
2020-03-13,"Saudi Arabia",86,0,1,85
2020-03-13,"Senegal",10,0,1,9
2020-03-13,"Serbia",35,0,0,35
2020-03-13,"Singapore",200,0,97,103
2020-03-13,"Slovakia",32,0,0,32
2020-03-13,"Slovenia",141,0,0,141
2020-03-13,"South Africa",24,0,0,24
2020-03-13,"South Korea",7979,66,510,7403
2020-03-13,"Spain",5232,133,193,4906
2020-03-13,"Sri Lanka",6,0,1,5
2020-03-13,"Sudan",1,1,0,0
2020-03-13,"Sweden",814,1,1,812
2020-03-13,"Switzerland",1139,11,4,1124
2020-03-13,"Taiwan",50,1,20,29
2020-03-13,"Thailand",75,1,35,39
2020-03-13,"Togo",1,0,0,1
2020-03-13,"Tunisia",16,0,0,16
2020-03-13,"Turkey",5,0,0,5
2020-03-13,"UK",801,8,19,774
2020-03-13,"Ukraine",3,1,0,2
2020-03-13,"United Arab Emirates",85,0,17,68
2020-03-13,"US",2179,47,12,2120
2020-03-13,"Vietnam",47,0,16,31
2020-03-14,"Afghanistan",11,0,0,11
2020-03-14,"Albania",38,1,0,37
2020-03-14,"Algeria",37,3,12,22
2020-03-14,"Andorra",1,0,1,0
2020-03-14,"Antigua and Barbuda",1,0,0,1
2020-03-14,"Argentina",34,2,1,31
2020-03-14,"Armenia",18,0,0,18
2020-03-14,"Aruba",2,0,0,2
2020-03-14,"Australia",250,3,23,224
2020-03-14,"Austria",655,1,6,648
2020-03-14,"Azerbaijan",15,1,3,11
2020-03-14,"Bahrain",210,0,44,166
2020-03-14,"Bangladesh",3,0,0,3
2020-03-14,"Belarus",27,0,3,24
2020-03-14,"Belgium",689,4,1,684
2020-03-14,"Bhutan",1,0,0,1
2020-03-14,"Bolivia",10,0,0,10
2020-03-14,"Bosnia and Herzegovina",18,0,0,18
2020-03-14,"Brazil",151,0,0,151
2020-03-14,"Brunei",40,0,0,40
2020-03-14,"Bulgaria",41,2,0,39
2020-03-14,"Burkina Faso",2,0,0,2
2020-03-14,"Cambodia",7,0,1,6
2020-03-14,"Cameroon",2,0,0,2
2020-03-14,"Canada",196,1,8,187
2020-03-14,"Cayman Islands",1,0,0,1
2020-03-14,"Chile",61,0,0,61
2020-03-14,"China",80977,3193,65660,12124
2020-03-14,"Colombia",22,0,0,22
2020-03-14,"Congo (Kinshasa)",2,0,0,2
2020-03-14,"Costa Rica",26,0,0,26
2020-03-14,"Croatia",38,0,1,37
2020-03-14,"Cuba",4,0,0,4
2020-03-14,"Curacao",1,0,0,1
2020-03-14,"Cyprus",26,0,0,26
2020-03-14,"Czech Republic",189,0,0,189
2020-03-14,"Denmark",836,1,1,834
2020-03-14,"Dominican Republic",11,0,0,11
2020-03-14,"Ecuador",28,2,0,26
2020-03-14,"Egypt",109,2,27,80
2020-03-14,"Estonia",115,0,0,115
2020-03-14,"Eswatini",1,0,0,1
2020-03-14,"Ethiopia",1,0,0,1
2020-03-14,"Finland",225,0,1,224
2020-03-14,"France",4480,91,12,4377
2020-03-14,"French Guiana",5,0,0,5
2020-03-14,"Gabon",1,0,0,1
2020-03-14,"Georgia",30,0,0,30
2020-03-14,"Germany",4585,9,46,4530
2020-03-14,"Ghana",3,0,0,3
2020-03-14,"Greece",228,3,8,217
2020-03-14,"Guadeloupe",1,0,0,1
2020-03-14,"Guatemala",1,0,0,1
2020-03-14,"Guernsey",1,0,0,1
2020-03-14,"Guinea",1,0,0,1
2020-03-14,"Guyana",1,1,0,0
2020-03-14,"Holy See",1,0,0,1
2020-03-14,"Honduras",2,0,0,2
2020-03-14,"Hungary",30,0,1,29
2020-03-14,"Iceland",156,0,1,155
2020-03-14,"India",102,2,4,96
2020-03-14,"Indonesia",96,5,8,83
2020-03-14,"Iran",12729,611,2959,9159
2020-03-14,"Iraq",110,10,26,74
2020-03-14,"Ireland",129,2,0,127
2020-03-14,"Israel",193,0,4,189
2020-03-14,"Italy",21157,1441,1966,17750
2020-03-14,"Ivory Coast",1,0,0,1
2020-03-14,"Jamaica",8,0,0,8
2020-03-14,"Japan",773,22,118,633
2020-03-14,"Jersey",2,0,0,2
2020-03-14,"Jordan",1,0,1,0
2020-03-14,"Kazakhstan",6,0,0,6
2020-03-14,"Kenya",1,0,0,1
2020-03-14,"Kuwait",104,0,5,99
2020-03-14,"Latvia",26,0,1,25
2020-03-14,"Lebanon",93,3,1,89
2020-03-14,"Liechtenstein",4,0,0,4
2020-03-14,"Lithuania",8,0,0,8
2020-03-14,"Luxembourg",51,1,0,50
2020-03-14,"Malaysia",238,0,35,203
2020-03-14,"Maldives",10,0,0,10
2020-03-14,"Malta",18,0,1,17
2020-03-14,"Martinique",9,0,0,9
2020-03-14,"Mauritania",1,0,0,1
2020-03-14,"Mexico",26,0,4,22
2020-03-14,"Moldova",12,0,0,12
2020-03-14,"Monaco",2,0,0,2
2020-03-14,"Mongolia",1,0,0,1
2020-03-14,"Morocco",17,1,1,15
2020-03-14,"Namibia",2,0,0,2
2020-03-14,"Nepal",1,0,1,0
2020-03-14,"Netherlands",959,12,2,945
2020-03-14,"New Zealand",6,0,0,6
2020-03-14,"Nigeria",2,0,0,2
2020-03-14,"North Macedonia",14,0,1,13
2020-03-14,"Norway",1090,3,1,1086
2020-03-14,"Oman",19,0,9,10
2020-03-14,"Pakistan",31,0,2,29
2020-03-14,"Palestine",0,0,0,0
2020-03-14,"Panama",36,1,0,35
2020-03-14,"Paraguay",6,0,0,6
2020-03-14,"Peru",38,0,0,38
2020-03-14,"Philippines",111,8,2,101
2020-03-14,"Poland",103,3,0,100
2020-03-14,"Portugal",169,0,2,167
2020-03-14,"Qatar",337,0,4,333
2020-03-14,"Reunion",6,0,0,6
2020-03-14,"Romania",123,0,9,114
2020-03-14,"Russia",59,0,8,51
2020-03-14,"Rwanda",1,0,0,1
2020-03-14,"Saint Lucia",1,0,0,1
2020-03-14,"Saint Vincent and the Grenadines",1,0,0,1
2020-03-14,"San Marino",80,5,4,71
2020-03-14,"Saudi Arabia",103,0,1,102
2020-03-14,"Senegal",10,0,1,9
2020-03-14,"Serbia",46,0,0,46
2020-03-14,"Seychelles",2,0,0,2
2020-03-14,"Singapore",212,0,105,107
2020-03-14,"Slovakia",44,0,0,44
2020-03-14,"Slovenia",181,1,0,180
2020-03-14,"South Africa",38,0,0,38
2020-03-14,"South Korea",8086,72,510,7504
2020-03-14,"Spain",6391,195,517,5679
2020-03-14,"Sri Lanka",10,0,1,9
2020-03-14,"Sudan",1,1,0,0
2020-03-14,"Suriname",1,0,0,1
2020-03-14,"Sweden",961,2,1,958
2020-03-14,"Switzerland",1359,13,4,1342
2020-03-14,"Taiwan",53,1,20,32
2020-03-14,"Thailand",82,1,35,46
2020-03-14,"Togo",1,0,0,1
2020-03-14,"Trinidad and Tobago",2,0,0,2
2020-03-14,"Tunisia",18,0,0,18
2020-03-14,"Turkey",5,0,0,5
2020-03-14,"UK",1143,21,19,1103
2020-03-14,"Ukraine",3,1,0,2
2020-03-14,"United Arab Emirates",85,0,17,68
2020-03-14,"Uruguay",4,0,0,4
2020-03-14,"US",2726,54,12,2660
2020-03-14,"Venezuela",2,0,0,2
2020-03-14,"Vietnam",53,0,16,37
2020-03-15,"Afghanistan",16,0,0,16
2020-03-15,"Albania",42,1,0,41
2020-03-15,"Algeria",48,4,12,32
2020-03-15,"Andorra",1,0,1,0
2020-03-15,"Antigua and Barbuda",1,0,0,1
2020-03-15,"Argentina",45,2,1,42
2020-03-15,"Armenia",26,0,0,26
2020-03-15,"Aruba",2,0,0,2
2020-03-15,"Australia",297,3,23,271
2020-03-15,"Austria",860,1,6,853
2020-03-15,"Azerbaijan",23,1,6,16
2020-03-15,"Bahrain",214,0,60,154
2020-03-15,"Bangladesh",5,0,0,5
2020-03-15,"Belarus",27,0,3,24
2020-03-15,"Belgium",886,4,1,881
2020-03-15,"Bhutan",1,0,0,1
2020-03-15,"Bolivia",10,0,0,10
2020-03-15,"Bosnia and Herzegovina",24,0,0,24
2020-03-15,"Brazil",162,0,0,162
2020-03-15,"Brunei",50,0,0,50
2020-03-15,"Bulgaria",51,2,0,49
2020-03-15,"Burkina Faso",3,0,0,3
2020-03-15,"Cambodia",7,0,1,6
2020-03-15,"Cameroon",2,0,0,2
2020-03-15,"Canada",250,1,8,241
2020-03-15,"Cayman Islands",1,0,0,1
2020-03-15,"Central African Republic",1,0,0,1
2020-03-15,"Chile",74,0,0,74
2020-03-15,"China",81003,3203,67017,10783
2020-03-15,"Colombia",34,0,0,34
2020-03-15,"Congo (Brazzaville)",1,0,0,1
2020-03-15,"Congo (Kinshasa)",2,0,0,2
2020-03-15,"Costa Rica",27,0,0,27
2020-03-15,"Croatia",49,0,1,48
2020-03-15,"Cuba",4,0,0,4
2020-03-15,"Curacao",1,0,0,1
2020-03-15,"Cyprus",26,0,0,26
2020-03-15,"Czech Republic",253,0,0,253
2020-03-15,"Denmark",875,2,1,872
2020-03-15,"Dominican Republic",11,0,0,11
2020-03-15,"Ecuador",28,2,0,26
2020-03-15,"Egypt",110,2,21,87
2020-03-15,"Equatorial Guinea",1,0,0,1
2020-03-15,"Estonia",171,0,1,170
2020-03-15,"Eswatini",1,0,0,1
2020-03-15,"Ethiopia",1,0,0,1
2020-03-15,"Finland",244,0,10,234
2020-03-15,"France",4513,91,12,4410
2020-03-15,"Gabon",1,0,0,1
2020-03-15,"Georgia",33,0,0,33
2020-03-15,"Germany",5795,11,46,5738
2020-03-15,"Ghana",6,0,0,6
2020-03-15,"Greece",331,4,8,319
2020-03-15,"Guadeloupe",3,0,0,3
2020-03-15,"Guatemala",1,0,0,1
2020-03-15,"Guernsey",1,0,0,1
2020-03-15,"Guinea",1,0,0,1
2020-03-15,"Guyana",4,1,0,3
2020-03-15,"Holy See",1,0,0,1
2020-03-15,"Honduras",3,0,0,3
2020-03-15,"Hungary",32,1,1,30
2020-03-15,"Iceland",171,5,8,158
2020-03-15,"India",113,2,13,98
2020-03-15,"Indonesia",117,5,8,104
2020-03-15,"Iran",13938,724,4590,8624
2020-03-15,"Iraq",116,10,26,80
2020-03-15,"Ireland",129,2,0,127
2020-03-15,"Israel",251,0,4,247
2020-03-15,"Italy",24747,1809,2335,20603
2020-03-15,"Ivory Coast",1,0,0,1
2020-03-15,"Jamaica",10,0,0,10
2020-03-15,"Japan",839,22,118,699
2020-03-15,"Jersey",2,0,0,2
2020-03-15,"Jordan",8,0,1,7
2020-03-15,"Kazakhstan",9,0,0,9
2020-03-15,"Kenya",3,0,0,3
2020-03-15,"Kosovo",2,0,0,2
2020-03-15,"Kuwait",112,0,5,107
2020-03-15,"Latvia",30,0,1,29
2020-03-15,"Lebanon",110,3,1,106
2020-03-15,"Liechtenstein",4,0,0,4
2020-03-15,"Lithuania",12,0,1,11
2020-03-15,"Luxembourg",59,1,0,58
2020-03-15,"Malaysia",428,0,42,386
2020-03-15,"Maldives",13,0,0,13
2020-03-15,"Malta",21,0,1,20
2020-03-15,"Martinique",9,0,0,9
2020-03-15,"Mauritania",1,0,0,1
2020-03-15,"Mexico",41,0,4,37
2020-03-15,"Moldova",23,0,0,23
2020-03-15,"Monaco",2,0,0,2
2020-03-15,"Mongolia",1,0,0,1
2020-03-15,"Morocco",28,1,1,26
2020-03-15,"Namibia",2,0,0,2
2020-03-15,"Nepal",1,0,1,0
2020-03-15,"Netherlands",1135,20,2,1113
2020-03-15,"New Zealand",8,0,0,8
2020-03-15,"Nigeria",2,0,0,2
2020-03-15,"North Macedonia",14,0,1,13
2020-03-15,"Norway",1221,3,1,1217
2020-03-15,"Oman",22,0,9,13
2020-03-15,"Pakistan",53,0,2,51
2020-03-15,"Palestine",0,0,0,0
2020-03-15,"Panama",43,1,0,42
2020-03-15,"Paraguay",6,0,0,6
2020-03-15,"Peru",43,0,0,43
2020-03-15,"Philippines",140,11,2,127
2020-03-15,"Poland",119,3,0,116
2020-03-15,"Portugal",245,0,2,243
2020-03-15,"Qatar",401,0,4,397
2020-03-15,"Reunion",7,0,0,7
2020-03-15,"Romania",131,0,9,122
2020-03-15,"Russia",63,0,8,55
2020-03-15,"Rwanda",1,0,0,1
2020-03-15,"Saint Lucia",2,0,0,2
2020-03-15,"Saint Vincent and the Grenadines",1,0,0,1
2020-03-15,"San Marino",101,5,4,92
2020-03-15,"Saudi Arabia",103,0,1,102
2020-03-15,"Senegal",24,0,1,23
2020-03-15,"Serbia",48,0,0,48
2020-03-15,"Seychelles",2,0,0,2
2020-03-15,"Singapore",226,0,105,121
2020-03-15,"Slovakia",54,0,0,54
2020-03-15,"Slovenia",219,1,0,218
2020-03-15,"South Africa",51,0,0,51
2020-03-15,"South Korea",8162,75,510,7577
2020-03-15,"Spain",7798,289,517,6992
2020-03-15,"Sri Lanka",18,0,1,17
2020-03-15,"Sudan",1,1,0,0
2020-03-15,"Suriname",1,0,0,1
2020-03-15,"Sweden",1022,3,1,1018
2020-03-15,"Switzerland",2200,14,4,2182
2020-03-15,"Taiwan",59,1,20,38
2020-03-15,"Thailand",114,1,35,78
2020-03-15,"Togo",1,0,0,1
2020-03-15,"Trinidad and Tobago",2,0,0,2
2020-03-15,"Tunisia",18,0,0,18
2020-03-15,"Turkey",6,0,0,6
2020-03-15,"UK",1144,21,19,1104
2020-03-15,"Ukraine",3,1,0,2
2020-03-15,"United Arab Emirates",98,0,23,75
2020-03-15,"Uruguay",4,0,0,4
2020-03-15,"US",3499,63,12,3424
2020-03-15,"Uzbekistan",1,0,0,1
2020-03-15,"Venezuela",10,0,0,10
2020-03-15,"Vietnam",56,0,16,40
2020-03-16,"Afghanistan",21,0,1,20
2020-03-16,"Albania",51,1,0,50
2020-03-16,"Algeria",54,4,12,38
